CRO_110430	PSBC_NANDO	93.33	90	6	0	745	1014	324	413	1e-55	  172
CRO_110430	PSBC_NANDO	90.62	32	3	0	657	752	284	315	1e-55	64.3
CRO_110430	PSBC_NANDO	32.56	43	27	1	493	621	204	244	1e-55	22.7
CRO_110433	SGGP_ARATH	54.44	270	90	2	349	1158	8	244	3e-92	  286
CRO_110436	PIGP_ARATH	59.68	124	49	1	235	603	9	132	2e-46	  161
CRO_110437	DCC1_XENTR	32.41	361	203	11	355	1392	42	376	6e-35	  139
CRO_110440	HIS7_ARATH	64.37	348	116	2	138	1166	1	345	1e-153	  448
CRO_110445	DNA2_SCHPO	34.13	967	535	23	1420	4203	444	1347	8e-132	  449
CRO_110447	AB9C_ARATH	68.15	1397	403	8	172	4272	122	1506	0.0	 1836
CRO_110441	PS10B_ARATH	90.43	397	26	2	97	1251	3	399	0.0	  728
CRO_110442	CER1_ARATH	64.53	623	214	3	10	1857	1	623	0.0	  805
CRO_110444	CER1_ARATH	52.82	602	227	5	4	1638	20	621	0.0	  605
CRO_110446	EIF3B_TOBAC	83.99	687	105	4	110	2161	1	685	0.0	 1093
CRO_110449	KPRS5_ARATH	77.89	380	73	3	226	1365	26	394	0.0	  610
CRO_110450	COX10_ARATH	65.89	299	84	4	840	1736	148	428	6e-116	  360
CRO_110450	COX10_ARATH	60.20	98	36	2	339	623	56	153	4e-23	  106
CRO_110451	PTR14_ARATH	70.16	573	165	4	28	1731	19	590	0.0	  805
CRO_110452	Y4523_ARATH	64.99	457	156	2	405	1766	55	510	0.0	  645
CRO_102782	BAMS_BETPL	85.22	758	111	1	1	2271	1	758	0.0	 1397
CRO_102779	NU4M_BRACM	92.86	140	10	0	781	1200	327	466	8e-79	  258
CRO_102792	NIA_PETHY	84.42	918	132	6	57	2804	1	909	0.0	 1582
CRO_102806	P24D3_ARATH	68.45	168	50	2	1	504	24	188	1e-79	  244
CRO_102798	R1A3_SOLDE	37.71	175	95	5	409	918	157	322	6e-23	  107
CRO_102808	M3K1_ARATH	45.31	671	274	15	284	2281	10	592	2e-134	  422
CRO_102809	GPN1_DICDI	65.76	184	63	0	367	918	33	216	6e-84	  277
CRO_102817	JADE1_DANRE	34.93	229	133	6	667	1353	198	410	5e-31	  136
CRO_102823	VPS9A_ARATH	61.66	433	144	6	93	1358	8	429	4e-151	  449
CRO_102827	B3GT7_ARATH	69.52	433	81	8	204	1469	1	393	0.0	  601
CRO_102839	IF5_MAIZE	63.88	454	142	7	1	1317	1	447	0.0	  528
CRO_102841	ARFQ_ARATH	45.59	590	267	15	58	1782	15	565	2e-140	  429
CRO_102842	METK1_CATRO	99.75	393	1	0	61	1239	1	393	0.0	  780
CRO_102846	GRPE_PROM3	40.09	217	124	1	237	887	8	218	7e-37	  139
CRO_102850	Y3475_ARATH	36.59	951	516	20	819	3506	80	998	1e-159	  509
CRO_102850	Y3475_ARATH	32.95	604	363	9	222	2012	25	593	9e-74	  269
CRO_102854	Y2317_ARATH	30.18	328	184	8	157	1104	319	613	6e-27	  117
CRO_102854	Y2317_ARATH	25.97	362	212	9	163	1083	222	582	6e-21	99.0
CRO_102856	Y3804_ARATH	36.45	203	122	2	109	699	130	331	4e-24	  105
CRO_102858	Y2241_ARATH	29.90	602	325	11	250	1920	253	802	2e-56	  212
CRO_102860	MIZ1_ARATH	49.42	172	73	2	262	735	126	297	4e-52	  177
CRO_131071	STRAP_DICDI	59.76	82	32	1	38	283	211	291	4e-26	  105
CRO_118958	FAP1_ARATH	60.09	218	83	3	251	901	61	275	1e-75	  257
CRO_118962	MAVI_CUCPE	50.49	103	49	1	64	372	1	101	2e-31	  116
CRO_118963	YBEG_SCHPO	32.67	352	165	10	61	933	141	481	4e-44	  169
CRO_118957	KSA_PEA	55.43	783	318	9	163	2487	42	801	0.0	  853
CRO_118961	RRFC_SPIOL	63.98	236	66	1	160	810	34	269	2e-104	  311
CRO_118964	PLP9_ARATH	71.03	390	105	4	256	1419	1	384	1e-179	  518
CRO_118966	ARIA_ARATH	66.29	792	174	9	1	2367	1	702	0.0	  980
CRO_118969	RBGA_BACPZ	34.45	299	175	5	262	1158	3	280	2e-49	  174
CRO_118971	RAGP1_ARATH	69.18	503	135	3	536	2026	11	499	0.0	  653
CRO_118976	YOR6_CALSR	31.99	272	142	9	1315	2058	46	298	2e-26	  117
CRO_118970	CCP31_ORYSJ	50.88	228	99	4	488	1144	3	226	7e-66	  220
CRO_118972	CP41A_ARATH	82.93	328	56	0	348	1331	78	405	0.0	  543
CRO_118979	PP302_ARATH	58.11	530	209	3	46	1596	3	532	0.0	  617
CRO_118982	SCY2_ARATH	80.31	452	86	1	325	1671	124	575	0.0	  732
CRO_118984	ERCC2_ARATH	83.20	756	127	0	155	2422	1	756	0.0	 1353
CRO_118986	ALMTD_ARATH	43.16	373	192	4	157	1245	6	368	1e-72	  248
CRO_118993	7SB1_SOYBN	31.50	419	244	14	88	1299	34	424	4e-54	  192
CRO_118994	7SBG2_SOYBN	31.57	415	252	11	118	1341	41	430	1e-57	  202
CRO_118978	GEM1_CRYNJ	37.36	637	336	8	216	1967	4	630	1e-130	  409
CRO_118985	BHLHW_PEA	52.15	698	237	18	402	2387	13	649	0.0	  599
CRO_118988	TBL11_ARATH	60.50	438	162	7	196	1497	18	448	0.0	  551
CRO_118991	SMD1_DROME	71.43	91	26	0	446	718	1	91	2e-38	  139
CRO_118995	7SB1_SOYBN	32.32	396	237	12	97	1263	53	424	3e-51	  184
CRO_118998	IPT3_ARATH	59.93	292	103	2	37	909	30	308	3e-110	  331
CRO_119001	Y4424_ARATH	78.18	417	84	2	293	1543	28	437	0.0	  565
CRO_119006	EDL3_ARATH	57.89	190	79	1	52	621	24	212	1e-65	  210
CRO_119007	CSCL2_ARATH	74.62	725	184	0	159	2333	31	755	0.0	 1086
CRO_118996	Y283_BACHD	39.86	291	139	6	827	1696	9	264	4e-57	  199
CRO_119000	RPD1_ARATH	29.20	339	223	5	115	1092	48	382	3e-31	  127
CRO_119002	GPX4_ARATH	70.99	162	47	0	13	498	1	162	6e-84	  251
CRO_119003	HUAL2_ARATH	66.02	256	83	3	2500	3264	849	1101	9e-92	  330
CRO_119003	HUAL2_ARATH	36.32	424	197	12	46	1227	57	437	7e-34	  146
CRO_119008	ISOA2_ARATH	53.59	877	358	11	79	2586	14	882	0.0	  881
CRO_119013	E134_MAIZE	44.10	195	101	3	228	800	26	216	2e-41	  154
CRO_119009	PAC_ARATH	64.33	300	78	3	127	1023	42	313	1e-104	  318
CRO_119010	MD33A_ARATH	56.97	1327	511	9	4039	8013	11	1279	0.0	 1399
CRO_119010	MD33A_ARATH	55.83	1329	524	10	37	3939	13	1306	0.0	 1344
CRO_119011	MD33A_ARATH	56.26	1317	553	7	211	4149	9	1306	0.0	 1337
CRO_119014	LSM2_ARATH	94.62	93	5	0	148	426	1	93	4e-57	  184
CRO_119017	BPM2_ARATH	76.44	225	53	0	430	1104	31	255	8e-126	  375
CRO_119019	EFTM_ARATH	78.63	468	60	4	148	1539	1	432	0.0	  689
CRO_119020	MUL1_HUMAN	27.99	343	217	14	469	1452	23	350	7e-21	98.6
CRO_119026	EXOS2_MOUSE	45.39	271	125	6	314	1123	27	275	3e-57	  197
CRO_119028	PIEZO_ARATH	66.63	2520	739	19	538	8034	21	2459	0.0	 3115
CRO_119030	RF298_ARATH	35.94	868	455	21	211	2724	16	812	7e-114	  375
CRO_119025	GATL4_ARATH	68.01	347	82	2	112	1149	33	351	2e-174	  497
CRO_119027	ABP1_TOBAC	79.63	162	33	0	433	918	26	187	7e-91	  278
CRO_119029	MBD4_ARATH	61.87	139	53	0	131	547	23	161	1e-59	  193
CRO_119035	GH36_ORYSJ	47.04	406	201	8	335	1525	1	401	7e-114	  363
CRO_119040	AT18G_ARATH	45.74	774	350	12	1731	3851	58	828	0.0	  588
CRO_119041	ERECT_ARATH	33.77	305	185	7	115	996	29	327	3e-29	  124
CRO_119045	PP177_ARATH	54.61	423	192	0	454	1722	29	451	3e-160	  481
CRO_119036	ERDL7_ARATH	66.39	485	93	5	37	1356	3	462	0.0	  626
CRO_119039	RKF3_ARATH	61.51	595	214	8	121	1884	22	608	0.0	  720
CRO_119042	LE14B_LITER	68.71	473	143	1	162	1565	1	473	0.0	  675
CRO_119046	GID1B_ARATH	74.64	343	85	2	213	1238	1	342	0.0	  549
CRO_119047	ANK3_MOUSE	30.12	332	185	9	496	1374	420	743	6e-27	  119
CRO_119048	H2AX_CICAR	85.21	142	17	3	88	510	1	139	4e-61	  194
CRO_119049	H2AX_CICAR	91.13	124	11	0	46	417	16	139	2e-58	  188
CRO_119050	TAS_SHIFL	39.91	218	110	4	94	690	11	226	7e-43	  157
CRO_119052	BSL1_ARATH	79.48	892	149	5	852	3458	1	881	0.0	 1356
CRO_119057	UTP15_CHICK	34.45	508	291	9	106	1617	22	491	4e-95	  306
CRO_119058	SCC3_ARATH	63.15	1061	359	7	437	3607	62	1094	0.0	 1289
CRO_118842	ERF4_NICSY	56.02	241	79	9	1	687	1	226	4e-44	  153
CRO_118846	TAT_ARATH	60.00	85	34	0	4	258	298	382	1e-28	  111
CRO_118847	TAT_ARATH	55.72	271	120	0	43	855	7	277	2e-111	  337
CRO_118844	DPOM_MAIZE	44.87	156	80	3	247	699	349	503	4e-34	  134
CRO_118367	PST2_PETHY	54.63	108	45	2	1	321	1	105	9e-28	  103
CRO_118368	SIR1_TOBAC	82.21	697	116	3	140	2224	1	691	0.0	 1199
CRO_118369	CDPK8_ARATH	82.83	530	89	2	332	1918	1	529	0.0	  900
CRO_118373	PP325_ARATH	43.66	836	451	6	31	2520	2	823	0.0	  666
CRO_118373	PP325_ARATH	29.32	515	363	1	1030	2574	223	736	1e-74	  266
CRO_118373	PP325_ARATH	26.14	394	215	6	1612	2571	204	595	3e-31	  135
CRO_118376	NFYA9_ARATH	85.29	68	10	0	1159	1362	157	224	1e-30	  126
CRO_114261	SWT2A_ORYSJ	64.29	224	79	1	197	868	20	242	5e-95	  288
CRO_114262	GTE12_ARATH	45.12	164	74	3	345	815	45	199	2e-34	  141
CRO_114255	EXO1_ARATH	42.91	769	307	21	25	2193	51	733	4e-172	  519
CRO_114263	IF4E1_MAIZE	78.42	190	39	1	144	713	30	217	3e-108	  321
CRO_114264	SRG1_ARATH	46.92	341	171	3	28	1020	16	356	5e-110	  336
CRO_114265	SRG1_ARATH	55.17	348	152	3	138	1169	11	358	5e-138	  407
CRO_114267	SRG1_ARATH	54.11	353	156	3	234	1286	10	358	5e-132	  394
CRO_114268	SRG1_ARATH	51.66	331	155	4	43	1023	10	339	1e-113	  354
CRO_114268	SRG1_ARATH	51.14	350	157	4	1009	2052	21	358	4e-111	  347
CRO_114272	AB9B_ARATH	53.70	1177	486	6	61	3561	106	1233	0.0	 1197
CRO_114272	AB9B_ARATH	36.39	588	346	4	1798	3549	27	590	4e-102	  357
CRO_114273	ACCH1_ARATH	46.93	358	181	3	57	1130	12	360	3e-112	  339
CRO_114274	AB9B_ARATH	70.07	1243	337	7	519	4232	13	1225	0.0	 1666
CRO_114274	AB9B_ARATH	43.45	550	291	4	624	2267	701	1232	2e-113	  394
CRO_114277	FB294_ARATH	29.89	281	154	9	91	906	91	337	1e-21	97.4
CRO_114279	R1B13_SOLDE	27.59	1051	616	36	220	3159	104	1080	1e-59	  227
CRO_114286	PP419_ARATH	53.97	706	312	5	16	2130	4	697	0.0	  766
CRO_114291	PHYE_IPONI	74.50	1106	277	5	395	3703	7	1110	0.0	 1694
CRO_114295	RIMM_SYNPW	40.95	210	85	6	130	759	5	175	3e-29	  119
CRO_114298	CRIM1_ARATH	51.16	129	49	2	388	756	44	164	4e-26	  107
CRO_114288	RL321_ARATH	87.62	105	13	0	194	508	29	133	2e-61	  200
CRO_114290	CTSL2_HUMAN	42.91	261	136	3	759	1538	209	457	1e-50	  190
CRO_114292	OML2_ORYSJ	53.78	833	296	16	283	2721	55	818	0.0	  767
CRO_114296	PRP39_XENLA	29.89	445	276	12	194	1474	67	493	8e-46	  180
CRO_114299	E1312_ARATH	52.27	88	41	1	355	615	391	478	7e-22	99.0
CRO_114300	CTPA1_ARATH	61.66	446	137	5	291	1574	59	488	4e-176	  521
CRO_114313	ROMT_VITVI	57.39	345	140	5	324	1343	14	356	2e-123	  371
CRO_114318	KCO6_ARATH	57.27	330	111	7	88	1044	30	340	8e-88	  278
CRO_114320	WRK71_ARATH	87.21	86	11	0	587	844	123	208	1e-46	  166
CRO_114322	CASD1_HUMAN	33.33	396	221	10	535	1665	426	797	7e-51	  193
CRO_114324	PUP9_ARATH	50.80	376	174	4	1141	2262	11	377	5e-118	  368
CRO_114324	PUP9_ARATH	51.12	358	167	5	160	1233	41	390	1e-93	  304
CRO_114328	FLS2_ARATH	52.96	1150	530	9	202	3636	13	1156	0.0	 1100
CRO_114331	CB22_TOBAC	93.96	265	16	0	1	795	1	265	0.0	  516
CRO_114333	ALG14_HUMAN	45.26	190	101	2	178	747	30	216	5e-46	  160
CRO_140895	PP206_ARATH	33.09	547	329	7	19	1551	149	694	1e-93	  309
CRO_130902	XYL1_ARATH	71.32	910	244	4	85	2814	22	914	0.0	 1381
CRO_130920	RD23D_ARATH	63.21	386	123	6	94	1221	1	377	4e-142	  424
CRO_130926	PTR18_ARATH	74.18	581	140	4	33	1751	12	590	0.0	  876
CRO_130928	ODP24_ARATH	83.56	298	48	1	658	1551	184	480	1e-157	  471
CRO_130928	ODP24_ARATH	77.00	100	22	1	190	489	31	129	1e-38	  152
CRO_130929	ODPA3_ARATH	78.82	439	80	5	95	1408	2	428	0.0	  687
CRO_130937	MO25M_ARATH	34.29	382	159	5	220	1290	7	321	2e-61	  214
CRO_130939	CPR30_ARATH	27.42	361	232	11	73	1101	21	369	6e-30	  123
CRO_130940	RL1D1_PONAB	34.70	219	128	7	220	870	59	264	9e-30	  122
CRO_130946	CATIN_ARATH	65.69	478	107	7	1171	2436	201	677	0.0	  602
CRO_130949	LISC_RICCO	85.28	299	25	1	349	1245	59	338	0.0	  536
CRO_130952	WDR26_XENTR	34.35	556	296	11	564	2114	70	595	5e-96	  318
CRO_130947	THIC1_ARATH	83.82	377	61	0	130	1260	2	378	0.0	  629
CRO_130954	SPT42_ARATH	63.40	153	19	3	190	648	1	116	5e-58	  189
CRO_130957	KPYC_SOLTU	90.78	510	47	0	390	1919	1	510	0.0	  960
CRO_130958	KTNB1_ARATH	53.14	875	260	12	176	2479	5	836	0.0	  798
CRO_130962	VP13E_DICDI	25.22	579	330	22	8407	10077	3171	3668	3e-34	  150
CRO_130974	PXG4_ARATH	60.89	179	70	0	718	1254	17	195	4e-74	  236
CRO_130965	HAC1_ARATH	77.59	937	187	6	1	2775	772	1697	0.0	 1474
CRO_130969	ACCH3_ARATH	36.61	366	169	7	61	993	12	369	9e-67	  220
CRO_130977	PXG4_ARATH	62.57	171	64	0	85	597	19	189	3e-74	  229
CRO_130986	PXG4_ARATH	71.35	171	49	0	76	588	19	189	3e-89	  269
CRO_130989	CRR12_ARATH	58.51	241	83	7	169	852	20	256	2e-86	  271
CRO_131014	KRR1_YEASZ	62.20	127	35	3	7	351	76	201	3e-41	  152
CRO_140785	RH37_ARATH	83.22	447	73	2	661	1998	112	557	0.0	  774
CRO_140786	RPC3_DANRE	24.69	490	305	15	46	1476	28	466	2e-26	  116
CRO_140787	FBK22_ARATH	80.63	413	76	2	666	1904	23	431	0.0	  690
CRO_140782	PP2A_TOBAC	87.43	342	12	2	10	1035	2	312	0.0	  610
CRO_140791	NDUS7_BRAOL	79.63	216	42	2	813	1457	1	215	1e-100	  311
CRO_140797	CAF1P_ARATH	61.02	508	170	7	295	1800	1	486	0.0	  566
CRO_140798	BRE1B_ARATH	49.95	945	390	7	88	2823	1	895	0.0	  743
CRO_140814	CVIF1_ARATH	46.81	141	72	2	70	492	25	162	5e-31	  117
CRO_140819	DIR19_ARATH	56.15	187	71	3	37	591	8	185	4e-71	  220
CRO_140822	PP188_ARATH	35.68	384	213	6	13	1071	15	395	2e-71	  239
CRO_140823	NLP7_ARATH	35.31	388	202	8	395	1486	167	529	3e-52	  200
CRO_140825	CMT1_MAIZE	53.68	829	299	12	426	2885	137	889	0.0	  811
CRO_140826	KC1B_BOVIN	37.33	292	171	5	851	1717	42	324	2e-51	  188
CRO_140827	PIRL1_ARATH	45.61	285	114	6	235	978	6	286	2e-42	  158
CRO_140840	Y1571_ARATH	42.95	454	222	7	184	1464	33	476	7e-76	  263
CRO_140840	Y1571_ARATH	44.26	305	167	3	562	1470	79	382	1e-56	  208
CRO_140840	Y1571_ARATH	37.37	380	211	4	406	1470	245	622	1e-53	  199
CRO_140840	Y1571_ARATH	36.99	419	190	4	424	1464	323	739	1e-51	  194
CRO_140840	Y1571_ARATH	33.06	366	169	4	451	1401	404	742	1e-42	  167
CRO_140844	CDC45_HUMAN	29.12	601	362	12	25	1764	1	558	3e-65	  229
CRO_140835	AOP1L_ARATH	54.11	316	135	3	63	992	9	320	1e-120	  357
CRO_140837	MTP4_ORYSJ	73.20	403	92	5	37	1233	7	397	0.0	  589
CRO_140839	YQEH_BACSU	31.27	371	217	11	533	1645	34	366	5e-41	  157
CRO_140841	SINA2_ARATH	72.64	307	82	2	1	915	1	307	6e-160	  459
CRO_140850	ASHH3_ARATH	52.02	396	106	5	61	1242	50	363	4e-111	  341
CRO_140852	PAP12_ARATH	68.92	325	100	1	254	1225	62	386	1e-162	  472
CRO_140848	FTHS_ARATH	79.77	702	74	2	1	2106	1	634	0.0	 1058
CRO_140849	ASSY_ARATH	80.88	455	69	4	220	1542	44	494	0.0	  726
CRO_140851	PERN_ARMRU	62.74	314	114	2	100	1041	17	327	2e-145	  423
CRO_140853	RPI3_ARATH	74.44	270	60	3	85	873	9	276	6e-135	  390
CRO_140855	CLSY3_ARATH	31.69	710	369	22	1345	3234	687	1360	3e-81	  295
CRO_140856	RH41_ARATH	65.61	503	153	6	67	1563	4	490	0.0	  654
CRO_140860	PPAN_ARATH	72.15	316	73	4	73	1014	1	303	7e-164	  472
CRO_140861	CALS9_ARATH	70.95	1556	360	14	10	4452	1	1539	0.0	 2181
CRO_140861	CALS9_ARATH	78.29	258	56	0	4549	5322	1633	1890	2e-113	  404
CRO_140862	RL6_MESCR	83.12	237	37	2	102	812	1	234	5e-115	  342
CRO_140864	GDI1_ARATH	85.78	436	62	0	179	1486	1	436	0.0	  781
CRO_140865	LIN2_LOTJA	25.83	569	328	16	661	2097	15	579	2e-36	  154
CRO_140865	LIN2_LOTJA	31.22	378	255	4	2149	3282	805	1177	4e-30	  133
CRO_140863	CALS3_ARATH	77.71	1965	332	22	4	5616	3	1955	0.0	 3039
CRO_140866	FD6E2_SOYBN	76.29	388	84	3	1	1158	1	382	0.0	  629
CRO_140872	FABI_ARATH	71.72	389	88	3	240	1346	1	387	7e-169	  491
CRO_140874	C81F1_ARATH	44.16	471	226	8	136	1476	38	495	1e-133	  405
CRO_140875	HHT1_ARATH	33.71	439	262	9	71	1345	33	456	2e-68	  233
CRO_140870	C3H14_ORYSJ	55.59	313	114	8	139	1062	4	296	8e-90	  278
CRO_140871	PTR51_ARATH	68.53	537	154	6	376	1977	66	590	0.0	  730
CRO_140873	NSE4A_ARATH	41.83	263	133	6	517	1248	76	337	4e-55	  195
CRO_140877	C81E8_MEDTR	46.12	464	222	5	293	1636	43	494	9e-131	  402
CRO_140878	C81E8_MEDTR	46.63	489	225	8	1620	3029	20	491	1e-127	  408
CRO_140878	C81E8_MEDTR	45.61	456	221	5	291	1613	43	486	1e-123	  397
CRO_140880	C81E8_MEDTR	45.81	465	219	10	139	1485	43	490	2e-125	  382
CRO_140881	C81E1_GLYEC	43.59	507	246	11	42	1511	11	494	2e-118	  365
CRO_140885	Y1574_AZOSB	49.02	559	234	10	284	1927	1	519	9e-162	  484
CRO_140888	LIPB_ARATH	71.79	234	66	0	1	702	1	234	6e-124	  358
CRO_140891	RLK1_ARATH	46.78	793	358	23	2398	4662	47	813	0.0	  662
CRO_140891	RLK1_ARATH	47.10	811	350	21	70	2364	29	806	0.0	  652
CRO_140894	RLK1_ARATH	42.71	803	381	18	73	2298	29	813	0.0	  571
CRO_140902	BGL13_ORYSJ	54.55	209	94	1	1	627	299	506	2e-72	  234
CRO_140892	RLK1_ARATH	47.45	803	377	19	64	2379	29	817	0.0	  642
CRO_140893	STSY_RAUMA	43.71	286	161	0	212	1069	37	322	7e-82	  260
CRO_140889	RLK1_ARATH	46.52	819	368	21	73	2415	29	815	0.0	  675
CRO_139940	PHYC_ORYSJ	67.97	1124	349	6	1	3345	1	1122	0.0	 1581
CRO_139951	MGAT2_PIG	33.61	360	195	11	265	1269	105	445	2e-47	  174
CRO_139960	GLYT1_ARATH	66.17	337	112	2	10	1017	134	469	3e-168	  484
CRO_125628	METL6_HUMAN	37.00	227	124	3	278	907	38	262	1e-45	  161
CRO_125630	P2C16_ARATH	51.75	570	204	16	1	1695	4	507	6e-177	  528
CRO_125637	MCFJ_DICDI	27.70	361	214	10	67	1089	12	345	3e-28	  117
CRO_125641	BRXL2_ARATH	65.80	383	110	7	202	1314	1	374	2e-143	  424
CRO_125627	TI232_ARATH	63.83	188	63	2	19	573	3	188	4e-53	  174
CRO_125629	PUB34_ARATH	47.65	405	212	0	778	1992	317	721	1e-122	  392
CRO_125636	THRC_SOLTU	92.75	469	34	0	178	1584	50	518	0.0	  921
CRO_125639	ALFL5_ARATH	74.41	254	61	3	270	1025	8	259	4e-104	  313
CRO_125640	PDAT1_ARATH	81.17	600	109	3	252	2051	47	642	0.0	 1027
CRO_125638	CSPL6_RICCO	36.25	160	100	1	1	474	1	160	2e-28	  108
CRO_120119	RAA5C_ARATH	82.13	207	37	0	227	847	1	207	4e-121	  356
CRO_120120	ARPC4_ARATH	92.31	169	13	0	344	850	1	169	6e-108	  321
CRO_120123	BH128_ARATH	53.85	208	65	9	272	877	179	361	1e-57	  195
CRO_109148	RM02_ORYSJ	48.88	178	45	4	1	417	54	224	2e-37	  137
CRO_109152	14KD_DAUCA	59.04	83	33	1	142	387	54	136	2e-21	88.6
CRO_109145	VA711_ARATH	80.88	204	24	1	114	725	1	189	4e-112	  340
CRO_109154	APT5_ARATH	81.15	191	36	0	92	664	1	191	1e-109	  323
CRO_109156	KEG_ARATH	32.58	310	166	11	301	1119	135	438	3e-32	  138
CRO_109159	ATPX_SPIOL	80.82	146	28	0	241	678	77	222	1e-65	  208
CRO_109162	S35D2_BOVIN	29.17	312	191	7	271	1197	8	292	2e-25	  110
CRO_109167	IAA29_ARATH	34.07	273	141	12	32	817	1	245	6e-23	99.4
CRO_109169	Y1561_ARATH	38.63	611	291	10	163	1749	44	652	5e-115	  373
CRO_109172	ASK11_ARATH	47.57	103	54	0	289	597	49	151	5e-22	92.8
CRO_109174	CAP2_ARATH	72.80	636	128	13	1	1803	1	626	0.0	  798
CRO_135374	BUB1_ARATH	55.38	437	154	5	117	1376	11	423	3e-169	  494
CRO_135369	ASK10_ARATH	44.44	108	54	2	34	348	47	151	3e-23	93.2
CRO_135380	ADT3_ARATH	77.89	380	72	3	64	1176	2	378	0.0	  544
CRO_135387	LRX4_ARATH	52.79	341	155	3	133	1152	64	399	8e-117	  356
CRO_135388	TUL1_YEAST	30.66	349	176	7	1086	1937	410	757	1e-38	  156
CRO_135393	CHR9_ARATH	62.72	912	271	11	135	2822	4	862	0.0	 1135
CRO_135396	ENL2_ARATH	53.60	125	56	1	25	393	8	132	2e-38	  142
CRO_135400	C3H2_ARATH	48.32	327	121	10	265	1146	82	393	6e-76	  246
CRO_135403	P2C58_ARATH	71.68	286	78	2	82	939	1	283	2e-133	  388
CRO_135416	TPX2_ARATH	52.41	870	305	12	135	2738	3	765	0.0	  582
CRO_127765	APO4_ARATH	59.17	289	115	2	115	978	39	325	7e-117	  355
CRO_127761	PPDEX_ARATH	61.54	143	55	0	121	549	26	168	4e-65	  214
CRO_127763	JAC1_ARATH	32.09	483	243	23	1029	2357	202	639	3e-35	  145
CRO_127763	JAC1_ARATH	64.29	14	5	0	2459	2500	638	651	3e-35	27.3
CRO_127764	SPXS1_DICDI	33.73	338	162	14	659	1519	431	757	3e-35	  146
